name,status,price,items_sold,free_returns,shipping
Apple Watch Series 11 GPS + Cellular 46mm Jet Black Aluminum Case Brand New,Brand New,$209.99,0,False,0
"Apple Watch Series SE GPS+LTE w/ 44MM Space Gray Aluminum Case, Black Sport Band",Very Good - Refurbished,$99.95,743,True,0
Apple Silver Metal Smart Watch 44mm Case Metal Band Compatible with iOS Apple,Pre-Owned,$44.50,0,False,530
Apple Watch SE (GPS+Cellular 40-44mm)- Used Excellent -All Colors,Pre-Owned,$119.99,32,True,0
Apple Watch Ultra 3 [GPS + Cellular 49mm] Running & Multisport Smartwatch,Brand New,$599.00,0,False,0
Apple Watch Series 11 46mm GPS Space Gray w/ M/L Black Sport Band MEV44LW/A,Open Box,$285.00,50,True,0
Apple Watch Series 8 41mm Gps + Cellular Aluminum 32GB - Very Good,Very Good - Refurbished,$149.00,0,True,0
Apple Watch Series 10 [GPS + Cellular 42mm] - Unlocked - Unlocked - Excellent,Excellent - Refurbished,$269.99,0,True,0
Apple Watch Gen 10 Series 10 Cell 42mm Silver Aluminum - Denim Sport Band,Brand New,$231.30,0,True,0
Apple Watch Gen 11 Series 11 46mm Space Gray Aluminum - Black Sport Band,Open Box,$279.00,32,True,0
Apple Watch SE 2 40mm Silver Aluminum - Denim Sport Band MXEC3LL/A,Open Box,$112.00,116,True,0
Apple Watch Series 8 2022 41MM 45mm (GPS + Cellular) Unlocked Very Good,Very Good - Refurbished,$148.99,0,True,0
Apple Watch Series 8 41MM/45MM (GPS) Aluminum Case with Sport Band - Excellent,Excellent - Refurbished,$139.00,0,True,0
Apple Watch Series 6 40MM/44MM (GPS) Aluminum Case with Sport Band - Excellent,Excellent - Refurbished,$109.00,0,True,0
Apple Watch Series 10 (GPS + LTE) 46mm Gold Titanium Case Starlight Sport Band,Excellent - Refurbished,$329.95,166,True,0
Apple Watch SE 2 40mm Starlight Aluminum - Starlight Sport Band MXEG3LL/A,Brand New,$142.00,100,True,0
Apple watch series 10 42mm 46mm GPS and GPS+Cellular Black Silver Gold,Pre-Owned,$194.99,0,True,0
Apple Watch Series 9 45mm GPS + WiFi + Bluetooth Aluminum Case - Very Good,Very Good - Refurbished,$177.99,117,True,0
Apple Watch Series 7 41mm 45mm Wi-Fi + GPS + Cellular Smartwatch - Heavy Scratch,Pre-Owned,$104.99,0,True,0
Apple Watch Series SE 3 3rd Gen 44mm GPS + WiFi + Cellular Unlocked - Excellent,Excellent - Refurbished,$189.99,0,True,0
Apple Watch Series SE 2nd Gen GPS+LTE 44mm Midnight Aluminum Case & Sport Band,Excellent - Refurbished,$129.95,0,True,0
"Unlocked Apple Watch, Series 8, 45MM, Midnight Aluminum, Face Only",Pre-Owned,$119.99,0,True,0
Apple Watch Series 4 40mm 44mm GPS+ WIFI + LTE UNLOCKED Gold Gray Silver - Good,Good - Refurbished,$79.99,421,True,0
Apple Watch Gen 10 Series 10 46mm Jet Black Aluminum - Ink Sport Loop MWWR3LW/A,Brand New,$256.00,25,True,0
Apple Watch Series 11 GPS+Cellular 42mm Jet Black Case w Sport Band MF834LW/A,Open Box,$319.00,0,True,0
Apple Watch Ultra 2 (GPS + LTE) 49MM  Black Titanium Case Black Ocean Band,Excellent - Refurbished,$399.95,437,True,0
Apple Watch Series 7 Aluminum 45 mm GPS Only No Cellular Starlight (Very Good),Very Good - Refurbished,$141.29,0,True,0
Apple Watch Series 9 45mm Gps Aluminum 64GB - Good,Good - Refurbished,$199.00,0,True,0
Apple Watch Series 10 [GPS + Cellular 42mm] - Unlocked - Unlocked - Excellent,Excellent - Refurbished,$269.99,0,True,0
Apple Watch Series 7 Aluminum 45 mm GPS Only No Cellular Starlight (Very Good),Very Good - Refurbished,$141.29,0,True,0
Apple Watch Series 7 Aluminum 45mm A2477 (GPS + Cellular) Red (Very Good),Very Good - Refurbished,$141.29,0,True,0
Apple Watch Series 9 45mm Gps Aluminum 64GB - Good,Good - Refurbished,$199.00,0,True,0
Apple Watch Gen 10 Series 10 46mm Jet Black Aluminum - Ink Sport Loop MWWR3LW/A,Brand New,$256.00,25,True,0
Apple Watch Series 11 GPS+Cellular 42mm Jet Black Case w Sport Band MF834LW/A,Open Box,$319.00,0,True,0
Apple Watch SE 2 Cell 40mm Starlight Aluminum - Starlight Sport Band MXFY3LL/A,Very Good - Refurbished,$107.00,23,True,0
Apple Watch Ultra 2 (GPS + LTE) 49MM  Black Titanium Case Black Ocean Band,Excellent - Refurbished,$399.95,437,True,0
Apple Watch Series 11 42mm GPS Space Gray w/ S/M Black Sport Band MEQW4LW/A,Open Box,$265.00,0,True,0
Apple Watch Series 5 40mm 44mm WIFI + GPS + Cellular - Very Good,Very Good - Refurbished,$99.99,16,True,0
Apple Watch Series 7 41mm 45mm WiFi + GPS + Bluetooth - All Colors,Good - Refurbished,$119.99,0,True,0
Apple Smart Watch SE GPS 44 mm MYDQ2LLA Silver Aluminum Case,Pre-Owned,$79.99,0,True,0
Apple Watch Series 4 40mm Gold Aluminum Pink Band,Pre-Owned,$128.69,0,False,0
Garmin Venu 2s Smart Watch Gps  8GB - Good,Good - Refurbished,$158.00,0,True,0
Garmin Fenix 3 Series Gps - Band - Good,Good - Refurbished,$123.00,0,True,0
Apple Watch SE (2nd Gen) GPS + Cellular 40mm Aluminium Case Sport Band Excellent,Excellent - Refurbished,$134.99,0,True,0
Motorola Moto Watch 120 - Premium Bluetooth Smartwatch Phantom Black MOSWZ120-PB,Very Good - Refurbished,$39.99,9,True,0
Apple Watch Series 7 41mm 45mm Wi-Fi + GPS + Cellular Smartwatch - All Colors,Good - Refurbished,$124.99,0,True,0
